alg;func;bit;time
sha256;Hash value computing;256;1.9073486328125e-05
sha256;Mining one block;256;0.09978842735290527
sha256;Proof of Work;256;0.18565082550048828
sha256;Hash value computing;256;2.2411346435546875e-05
sha256;Mining one block;256;0.19147777557373047
sha256;Proof of Work;256;0.37528276443481445
sha256;Hash value computing;256;1.7404556274414062e-05
sha256;Mining one block;256;0.3807566165924072
sha256;Proof of Work;256;0.7576451301574707
sha256;Hash value computing;256;1.9311904907226562e-05
sha256;Mining one block;256;0.7632877826690674
sha256;Hash value computing;256;2.9325485229492188e-05
sha256;Hash value computing;256;2.0265579223632812e-05
gost;Key pair generation;256;0.04187202453613281
gost;Key pair generation;256;0.039983272552490234
gost;Signing message;256;0.08840084075927734
sha256;Proof of Work;256;1.2733945846557617
sha256;Hash value computing;256;1.9550323486328125e-05
sha256;Mining one block;256;1.279015064239502
sha256;Proof of Work;256;2.0191755294799805
sha256;Hash value computing;256;2.0265579223632812e-05
sha256;Mining one block;256;2.025440216064453
sha256;Proof of Work;256;3.4890360832214355
sha256;Hash value computing;256;1.5735626220703125e-05
sha256;Mining one block;256;3.4945015907287598
sha256;Proof of Work;256;6.4904420375823975
sha256;Hash value computing;256;3.123283386230469e-05
sha256;Mining one block;256;6.495925188064575
sha256;Proof of Work;256;12.356150388717651
sha256;Hash value computing;256;1.811981201171875e-05
sha256;Mining one block;256;12.362622737884521
sha256;Proof of Work;256;24.0502827167511
sha256;Hash value computing;256;1.7881393432617188e-05
sha256;Mining one block;256;24.061848640441895
sha256;Proof of Work;256;46.11654734611511
sha256;Hash value computing;256;1.71661376953125e-05
sha256;Mining one block;256;46.12280869483948
sha256;Hash value computing;256;3.218650817871094e-05
sha256;Hash value computing;256;2.1219253540039062e-05
gost;Key pair generation;256;0.04615187644958496
gost;Key pair generation;256;0.043936729431152344
gost;Signing message;256;0.08995914459228516
sha256;Proof of Work;256;97.1120753288269
sha256;Hash value computing;256;1.811981201171875e-05
sha256;Mining one block;256;97.11814713478088
sha256;Proof of Work;256;194.01191926002502
sha256;Hash value computing;256;1.71661376953125e-05
sha256;Mining one block;256;194.0172107219696
sha256;Hash value computing;256;2.574920654296875e-05
sha256;Proof of Work;256;0.04213762283325195
sha256;Hash value computing;256;3.314018249511719e-05
sha256;Mining one block;256;0.05170702934265137
sha256;Proof of Work;256;0.0428624153137207
sha256;Hash value computing;256;2.2649765014648438e-05
sha256;Mining one block;256;0.04858756065368652
sha256;Proof of Work;256;0.08891844749450684
sha256;Hash value computing;256;1.811981201171875e-05
sha256;Mining one block;256;0.09467124938964844
sha256;Proof of Work;256;0.1847519874572754
sha256;Hash value computing;256;2.3603439331054688e-05
sha256;Mining one block;256;0.1905355453491211
sha256;Proof of Work;256;0.36679959297180176
sha256;Hash value computing;256;2.2172927856445312e-05
sha256;Mining one block;256;0.3726499080657959
sha256;Proof of Work;256;0.7360150814056396
sha256;Hash value computing;256;1.7881393432617188e-05
sha256;Mining one block;256;0.7415504455566406
sha256;Proof of Work;256;1.2332065105438232
sha256;Hash value computing;256;1.8596649169921875e-05
sha256;Mining one block;256;1.2388157844543457
sha256;Proof of Work;256;1.960845947265625
sha256;Hash value computing;256;1.6927719116210938e-05
sha256;Mining one block;256;1.9665799140930176
sha256;Hash value computing;256;3.314018249511719e-05
sha256;Hash value computing;256;2.0265579223632812e-05
gost;Key pair generation;256;0.04058265686035156
gost;Key pair generation;256;0.04081606864929199
gost;Signing message;256;0.09049248695373535
sha256;Proof of Work;256;3.476034164428711
sha256;Hash value computing;256;2.2411346435546875e-05
sha256;Mining one block;256;3.4819817543029785
sha256;Proof of Work;256;6.410211563110352
sha256;Hash value computing;256;1.811981201171875e-05
sha256;Mining one block;256;6.4160685539245605
sha256;Proof of Work;256;12.232393980026245
sha256;Hash value computing;256;1.7642974853515625e-05
sha256;Mining one block;256;12.238908529281616
sha256;Proof of Work;256;23.967303037643433
sha256;Hash value computing;256;1.8358230590820312e-05
sha256;Mining one block;256;23.973389148712158
sha256;Hash value computing;256;2.0742416381835938e-05
sha256;Proof of Work;256;0.04185056686401367
sha256;Hash value computing;256;4.673004150390625e-05
sha256;Mining one block;256;0.051419973373413086
sha256;Proof of Work;256;0.04101681709289551
sha256;Hash value computing;256;2.6464462280273438e-05
sha256;Mining one block;256;0.04684567451477051
sha256;Proof of Work;256;0.08289670944213867
sha256;Hash value computing;256;2.1696090698242188e-05
sha256;Mining one block;256;0.08828377723693848
sha256;Proof of Work;256;0.17586660385131836
sha256;Hash value computing;256;2.002716064453125e-05
sha256;Mining one block;256;0.1814422607421875
sha256;Proof of Work;256;0.34473156929016113
sha256;Hash value computing;256;2.09808349609375e-05
sha256;Mining one block;256;0.3504047393798828
sha256;Proof of Work;256;0.6991915702819824
sha256;Hash value computing;256;2.002716064453125e-05
sha256;Mining one block;256;0.705768346786499
sha256;Hash value computing;256;3.1948089599609375e-05
sha256;Hash value computing;256;1.9073486328125e-05
gost;Key pair generation;256;0.039906978607177734
gost;Key pair generation;256;0.04103493690490723
gost;Signing message;256;0.09193992614746094
sha256;Proof of Work;256;1.2232112884521484
sha256;Hash value computing;256;1.8358230590820312e-05
sha256;Mining one block;256;1.2297067642211914
sha256;Proof of Work;256;2.050002336502075
sha256;Hash value computing;256;2.0742416381835938e-05
sha256;Mining one block;256;2.0560033321380615
sha256;Proof of Work;256;3.7086620330810547
sha256;Hash value computing;256;2.1457672119140625e-05
sha256;Mining one block;256;3.714790105819702
sha256;Proof of Work;256;6.9148640632629395
sha256;Hash value computing;256;1.9311904907226562e-05
sha256;Mining one block;256;6.920357704162598
sha256;Proof of Work;256;12.842263221740723
sha256;Hash value computing;256;1.9550323486328125e-05
sha256;Mining one block;256;12.85071849822998
sha256;Proof of Work;256;25.258557319641113
sha256;Hash value computing;256;1.9788742065429688e-05
sha256;Mining one block;256;25.26428747177124
sha256;Hash value computing;256;2.5272369384765625e-05
sha256;Proof of Work;256;0.043135881423950195
sha256;Hash value computing;256;3.5762786865234375e-05
sha256;Mining one block;256;0.05276751518249512
sha256;Proof of Work;256;0.04190635681152344
sha256;Hash value computing;256;2.2172927856445312e-05
sha256;Mining one block;256;0.04756617546081543
sha256;Proof of Work;256;0.08576393127441406
sha256;Hash value computing;256;1.7881393432617188e-05
sha256;Mining one block;256;0.09134936332702637
sha256;Proof of Work;256;0.1883544921875
sha256;Hash value computing;256;1.8358230590820312e-05
sha256;Mining one block;256;0.19372987747192383
sha256;Proof of Work;256;0.3391878604888916
sha256;Hash value computing;256;1.8596649169921875e-05
sha256;Mining one block;256;0.3457221984863281
sha256;Proof of Work;256;0.6968462467193604
sha256;Hash value computing;256;3.3855438232421875e-05
sha256;Mining one block;256;0.7034285068511963
sha256;Hash value computing;256;2.6464462280273438e-05
sha256;Hash value computing;256;1.9550323486328125e-05
gost;Key pair generation;256;0.052901268005371094
gost;Key pair generation;256;0.040503740310668945
gost;Signing message;256;0.09150242805480957
sha256;Proof of Work;256;1.2204549312591553
sha256;Hash value computing;256;1.811981201171875e-05
sha256;Mining one block;256;1.226240634918213
sha256;Proof of Work;256;1.9170506000518799
sha256;Hash value computing;256;1.8596649169921875e-05
sha256;Mining one block;256;1.9229481220245361
sha256;Proof of Work;256;3.490851640701294
sha256;Hash value computing;256;1.8358230590820312e-05
sha256;Mining one block;256;3.4966046810150146
sha256;Proof of Work;256;6.473036289215088
sha256;Hash value computing;256;1.9311904907226562e-05
sha256;Mining one block;256;6.4788031578063965
sha256;Proof of Work;256;12.267668962478638
sha256;Hash value computing;256;1.71661376953125e-05
sha256;Mining one block;256;12.274748086929321
sha256;Hash value computing;256;2.3365020751953125e-05
sha256;Hash value computing;256;2.288818359375e-05
x17;Hash value computing;512;0.0005297660827636719
x17;Proof of Work;512;0.04114985466003418
x17;Hash value computing;512;0.00015115737915039062
x17;Mining one block;512;0.05115175247192383
x17;Proof of Work;512;0.04108905792236328
x17;Hash value computing;512;9.274482727050781e-05
x17;Mining one block;512;0.046500444412231445
x17;Proof of Work;512;0.08336496353149414
x17;Hash value computing;512;9.489059448242188e-05
x17;Mining one block;512;0.08916449546813965
x17;Proof of Work;512;0.16524720191955566
x17;Hash value computing;512;0.0001201629638671875
x17;Mining one block;512;0.1717534065246582
x17;Proof of Work;512;0.32810425758361816
x17;Hash value computing;512;9.608268737792969e-05
x17;Mining one block;512;0.33919548988342285
x17;Proof of Work;512;0.6704919338226318
x17;Hash value computing;512;0.00015854835510253906
x17;Mining one block;512;0.6767971515655518
x17;Proof of Work;512;1.1773622035980225
x17;Hash value computing;512;0.00011205673217773438
x17;Mining one block;512;1.183459997177124
x17;Proof of Work;512;1.849731683731079
x17;Hash value computing;512;0.00011801719665527344
x17;Mining one block;512;1.8556134700775146
x17;Proof of Work;512;3.1665642261505127
x17;Hash value computing;512;0.00017261505126953125
x17;Mining one block;512;3.1726558208465576
x17;Proof of Work;512;5.933341979980469
x17;Hash value computing;512;0.00011873245239257812
x17;Mining one block;512;5.939718008041382
gost;Key pair generation;256;0.054657936096191406
gost;Key pair generation;256;0.039421796798706055
x17;Proof of Work;512;11.615167140960693
x17;Hash value computing;512;0.000118255615234375
x17;Mining one block;512;11.621554136276245
gost;Key pair generation;256;0.0398557186126709
x17;Proof of Work;512;22.814283847808838
x17;Hash value computing;512;0.0001201629638671875
x17;Mining one block;512;22.819958448410034
gost;Signing message;256;0.10306167602539062
gost;Verifying signature;256;0.15923237800598145
x17;Proof of Work;512;46.13317847251892
x17;Hash value computing;512;0.0001010894775390625
x17;Mining one block;512;46.13989067077637
sha256;Hash value computing;256;2.09808349609375e-05
sha256;Proof of Work;256;0.043003082275390625
sha256;Hash value computing;256;6.818771362304688e-05
sha256;Mining one block;256;0.05306243896484375
sha256;Proof of Work;256;0.03984570503234863
sha256;Hash value computing;256;2.6702880859375e-05
sha256;Mining one block;256;0.045304298400878906
sha256;Proof of Work;256;0.07950091361999512
sha256;Hash value computing;256;2.6226043701171875e-05
sha256;Mining one block;256;0.08648538589477539
sha256;Proof of Work;256;0.16320037841796875
sha256;Hash value computing;256;1.9550323486328125e-05
sha256;Mining one block;256;0.16868877410888672
sha256;Proof of Work;256;0.3295896053314209
sha256;Hash value computing;256;1.8596649169921875e-05
sha256;Mining one block;256;0.33548688888549805
sha256;Proof of Work;256;0.6685793399810791
sha256;Hash value computing;256;1.8358230590820312e-05
sha256;Mining one block;256;0.6742792129516602
sha256;Proof of Work;256;1.1617019176483154
sha256;Hash value computing;256;2.09808349609375e-05
sha256;Mining one block;256;1.1723353862762451
sha256;Proof of Work;256;1.8317341804504395
sha256;Hash value computing;256;1.8596649169921875e-05
sha256;Mining one block;256;1.837700366973877
sha256;Proof of Work;256;3.1311795711517334
sha256;Hash value computing;256;1.8358230590820312e-05
sha256;Mining one block;256;3.136690139770508
sha256;Proof of Work;256;5.8012824058532715
sha256;Hash value computing;256;1.7642974853515625e-05
sha256;Mining one block;256;5.806515216827393
ecdsa;Key pair generation;256;0.06816339492797852
ecdsa;Key pair generation;256;0.06926751136779785
ecdsa;Signing message;256;0.09504961967468262
ecdsa;Verifying signature;256;0.07093477249145508
sha256;Proof of Work;256;11.260130167007446
sha256;Hash value computing;256;2.4557113647460938e-05
sha256;Mining one block;256;11.266652345657349
sha256;Hash value computing;256;2.4318695068359375e-05
sha256;Proof of Work;256;0.04098033905029297
sha256;Hash value computing;256;3.886222839355469e-05
sha256;Mining one block;256;0.05057215690612793
sha256;Proof of Work;256;0.03940868377685547
sha256;Hash value computing;256;2.0265579223632812e-05
sha256;Mining one block;256;0.04429197311401367
sha256;Proof of Work;256;0.07913041114807129
sha256;Hash value computing;256;2.47955322265625e-05
sha256;Mining one block;256;0.08429265022277832
sha256;Proof of Work;256;0.15997862815856934
sha256;Hash value computing;256;1.8596649169921875e-05
sha256;Mining one block;256;0.16576862335205078
sha256;Proof of Work;256;0.3347012996673584
sha256;Hash value computing;256;1.9550323486328125e-05
sha256;Mining one block;256;0.3400397300720215
sha256;Proof of Work;256;0.654592752456665
sha256;Hash value computing;256;1.9073486328125e-05
sha256;Mining one block;256;0.659947395324707
gost;Key pair generation;256;0.04047441482543945
gost;Key pair generation;256;0.0394744873046875
gost;Signing message;256;0.07969284057617188
gost;Verifying signature;256;0.14647293090820312
sha256;Proof of Work;256;1.1668550968170166
sha256;Hash value computing;256;2.3365020751953125e-05
sha256;Mining one block;256;1.172616958618164
sha256;Proof of Work;256;1.8209388256072998
sha256;Hash value computing;256;2.0503997802734375e-05
sha256;Mining one block;256;1.8264622688293457
sha256;Proof of Work;256;3.122715950012207
sha256;Hash value computing;256;3.266334533691406e-05
sha256;Mining one block;256;3.128014087677002
sha256;Proof of Work;256;5.7645158767700195
sha256;Hash value computing;256;3.123283386230469e-05
sha256;Mining one block;256;5.77009391784668
sha256;Proof of Work;256;11.05460500717163
sha256;Hash value computing;256;2.002716064453125e-05
sha256;Mining one block;256;11.060081005096436
ecdsa;Key pair generation;256;0.06748318672180176
ecdsa;Key pair generation;256;0.06953215599060059
ecdsa;Signing message;256;0.0935220718383789
sha256;Proof of Work;256;21.986443519592285
sha256;Hash value computing;256;3.3855438232421875e-05
sha256;Mining one block;256;21.9920916557312
sha512;Hash value computing;256;2.9087066650390625e-05
sha512;Proof of Work;256;0.040834665298461914
sha512;Hash value computing;256;5.316734313964844e-05
sha512;Mining one block;256;0.05047011375427246
sha512;Proof of Work;256;0.04094195365905762
sha512;Hash value computing;256;2.47955322265625e-05
sha512;Mining one block;256;0.0464320182800293
sha512;Proof of Work;256;0.07937264442443848
sha512;Hash value computing;256;2.1696090698242188e-05
sha512;Mining one block;256;0.08436918258666992
sha512;Proof of Work;256;0.16682672500610352
sha512;Hash value computing;256;2.765655517578125e-05
sha512;Mining one block;256;0.17265605926513672
sha512;Proof of Work;256;0.3457813262939453
sha512;Hash value computing;256;2.8848648071289062e-05
sha512;Mining one block;256;0.3516547679901123
sha512;Proof of Work;256;0.6840808391571045
sha512;Hash value computing;256;3.719329833984375e-05
sha512;Mining one block;256;0.6911129951477051
ecdsa;Key pair generation;256;0.07076835632324219
ecdsa;Key pair generation;256;0.07166719436645508
ecdsa;Signing message;256;0.09842801094055176
ecdsa;Verifying signature;256;0.07945561408996582
sha512;Proof of Work;256;1.179760217666626
sha512;Hash value computing;256;3.0040740966796875e-05
sha512;Mining one block;256;1.1855924129486084
sha512;Hash value computing;256;2.6702880859375e-05
sha512;Proof of Work;256;0.04249119758605957
sha512;Hash value computing;256;6.771087646484375e-05
sha512;Mining one block;256;0.05185055732727051
sha512;Proof of Work;256;0.04045510292053223
sha512;Hash value computing;256;2.5033950805664062e-05
sha512;Mining one block;256;0.04562735557556152
sha512;Proof of Work;256;0.08616352081298828
sha512;Hash value computing;256;2.9087066650390625e-05
sha512;Mining one block;256;0.09160971641540527
sha512;Proof of Work;256;0.16504168510437012
sha512;Hash value computing;256;2.7179718017578125e-05
sha512;Mining one block;256;0.17158246040344238
sha512;Proof of Work;256;0.3284459114074707
sha512;Hash value computing;256;2.574920654296875e-05
sha512;Mining one block;256;0.33420729637145996
sha512;Proof of Work;256;0.6629600524902344
sha512;Hash value computing;256;2.2411346435546875e-05
sha512;Mining one block;256;0.6684176921844482
sha512;Proof of Work;256;1.157203197479248
sha512;Hash value computing;256;5.7220458984375e-05
sha512;Mining one block;256;1.163170337677002
gost;Key pair generation;256;0.03903317451477051
gost;Key pair generation;256;0.0368344783782959
gost;Signing message;256;0.08031725883483887
gost;Verifying signature;256;0.14822983741760254
sha512;Proof of Work;256;1.8301949501037598
sha512;Hash value computing;256;2.765655517578125e-05
sha512;Mining one block;256;1.8358945846557617
sha512;Proof of Work;256;3.1181983947753906
sha512;Hash value computing;256;2.2649765014648438e-05
sha512;Mining one block;256;3.124189853668213
sha512;Proof of Work;256;5.719470262527466
sha512;Hash value computing;256;2.0503997802734375e-05
sha512;Mining one block;256;5.7253265380859375
scrypt;Hash value computing;256;0.5932273864746094
scrypt;Proof of Work;256;0.04158329963684082
scrypt;Hash value computing;256;0.5661876201629639
scrypt;Mining one block;256;0.6182277202606201
scrypt;Proof of Work;256;0.039988040924072266
scrypt;Hash value computing;256;0.5871174335479736
scrypt;Mining one block;256;0.6327342987060547
scrypt;Proof of Work;256;0.08153581619262695
scrypt;Hash value computing;256;0.5741512775421143
scrypt;Mining one block;256;0.6613795757293701
scrypt;Proof of Work;256;0.16496849060058594
scrypt;Hash value computing;256;0.5745401382446289
scrypt;Mining one block;256;0.7460401058197021
scrypt;Proof of Work;256;0.33830761909484863
scrypt;Hash value computing;256;0.576467752456665
scrypt;Mining one block;256;0.9207048416137695
scrypt;Proof of Work;256;0.6785016059875488
scrypt;Hash value computing;256;0.5651633739471436
scrypt;Mining one block;256;1.2495169639587402
scrypt;Proof of Work;256;1.1829125881195068
scrypt;Hash value computing;256;0.5728592872619629
scrypt;Mining one block;256;1.7621631622314453
ecdsa;Key pair generation;256;0.07285451889038086
ecdsa;Key pair generation;256;0.07046866416931152
ecdsa;Signing message;256;0.0958242416381836
ecdsa;Verifying signature;256;0.07231402397155762
scrypt;Proof of Work;256;1.8804008960723877
scrypt;Hash value computing;256;0.5854768753051758
scrypt;Mining one block;256;2.4721667766571045
scrypt;Proof of Work;256;3.2147982120513916
scrypt;Hash value computing;256;0.5833678245544434
scrypt;Mining one block;256;3.8047425746917725
scrypt;Proof of Work;256;5.943671703338623
scrypt;Hash value computing;256;0.597170352935791
scrypt;Mining one block;256;6.548425912857056
scrypt;Proof of Work;256;11.542176961898804
scrypt;Hash value computing;256;0.5869383811950684
scrypt;Mining one block;256;12.135017395019531
scrypt;Hash value computing;256;0.5789201259613037
scrypt;Proof of Work;256;0.04209542274475098
scrypt;Hash value computing;256;0.5652117729187012
scrypt;Mining one block;256;0.6180684566497803
scrypt;Proof of Work;256;0.04169321060180664
scrypt;Hash value computing;256;0.5634593963623047
scrypt;Mining one block;256;0.6118252277374268
scrypt;Proof of Work;256;0.08553528785705566
scrypt;Hash value computing;256;0.5627570152282715
scrypt;Mining one block;256;0.6549148559570312
scrypt;Proof of Work;256;0.1764829158782959
scrypt;Hash value computing;256;0.5650794506072998
scrypt;Mining one block;256;0.7476119995117188
gost;Key pair generation;256;0.03851652145385742
gost;Key pair generation;256;0.04010748863220215
gost;Signing message;256;0.08464360237121582
scrypt;Proof of Work;256;0.3436706066131592
gost;Verifying signature;256;0.14738035202026367
scrypt;Hash value computing;256;0.6244475841522217
scrypt;Mining one block;256;1.0771379470825195
scrypt;Proof of Work;256;0.714862585067749
scrypt;Hash value computing;256;0.6099493503570557
scrypt;Mining one block;256;1.331131935119629
scrypt;Proof of Work;256;1.1681549549102783
scrypt;Hash value computing;256;0.5680673122406006
scrypt;Mining one block;256;1.7428295612335205
scrypt;Proof of Work;256;1.8244173526763916
scrypt;Hash value computing;256;0.5726850032806396
scrypt;Mining one block;256;2.4028539657592773
keccak256;Hash value computing;256;0.002384185791015625
keccak256;Proof of Work;256;0.04453539848327637
keccak256;Hash value computing;256;0.0022077560424804688
keccak256;Mining one block;256;0.05663752555847168
keccak256;Proof of Work;256;0.04346060752868652
keccak256;Hash value computing;256;0.0022368431091308594
keccak256;Mining one block;256;0.050675153732299805
keccak256;Proof of Work;256;0.09189176559448242
keccak256;Hash value computing;256;0.002283334732055664
keccak256;Mining one block;256;0.09959864616394043
keccak256;Proof of Work;256;0.18453645706176758
keccak256;Hash value computing;256;0.002279996871948242
keccak256;Mining one block;256;0.1923224925994873
keccak256;Proof of Work;256;0.382127046585083
keccak256;Hash value computing;256;0.003895998001098633
keccak256;Mining one block;256;0.392667293548584
keccak256;Proof of Work;256;0.7565627098083496
keccak256;Hash value computing;256;0.0029535293579101562
keccak256;Mining one block;256;0.765625
ecdsa;Key pair generation;256;0.07512283325195312
ecdsa;Key pair generation;256;0.07392072677612305
ecdsa;Signing message;256;0.10221314430236816
ecdsa;Verifying signature;256;0.07448482513427734
keccak256;Proof of Work;256;1.2862002849578857
keccak256;Hash value computing;256;0.004642963409423828
keccak256;Mining one block;256;1.296827793121338
keccak256;Proof of Work;256;2.0522313117980957
keccak256;Hash value computing;256;0.0023713111877441406
keccak256;Mining one block;256;2.0602517127990723
keccak256;Proof of Work;256;3.6225762367248535
keccak256;Hash value computing;256;0.003949642181396484
keccak256;Mining one block;256;3.6336302757263184
keccak256;Hash value computing;256;0.0015206336975097656
keccak256;Proof of Work;256;0.04132986068725586
keccak256;Hash value computing;256;0.0025250911712646484
keccak256;Mining one block;256;0.053513288497924805
keccak256;Proof of Work;256;0.04253387451171875
keccak256;Hash value computing;256;0.002545595169067383
keccak256;Mining one block;256;0.05019330978393555
keccak256;Proof of Work;256;0.08259224891662598
keccak256;Hash value computing;256;0.0022077560424804688
keccak256;Mining one block;256;0.09036922454833984
keccak256;Proof of Work;256;0.1604924201965332
keccak256;Hash value computing;256;0.0022559165954589844
keccak256;Mining one block;256;0.16846966743469238
keccak256;Proof of Work;256;0.3426690101623535
keccak256;Hash value computing;256;0.0023000240325927734
keccak256;Mining one block;256;0.35070061683654785
keccak256;Proof of Work;256;0.6629712581634521
keccak256;Hash value computing;256;0.0024182796478271484
keccak256;Mining one block;256;0.6714127063751221
gost;Key pair generation;256;0.04051780700683594
gost;Key pair generation;256;0.046354055404663086
keccak256;Proof of Work;256;1.216334581375122
keccak256;Hash value computing;256;0.0023300647735595703
keccak256;Mining one block;256;1.2243595123291016
gost;Signing message;256;0.08414459228515625
gost;Verifying signature;256;0.1620619297027588
keccak256;Proof of Work;256;1.86214017868042
keccak256;Hash value computing;256;0.0054247379302978516
keccak256;Mining one block;256;1.8732481002807617
keccak256;Proof of Work;256;3.2142348289489746
keccak256;Hash value computing;256;0.002156972885131836
keccak256;Mining one block;256;3.222482681274414
keccak256;Proof of Work;256;5.922366142272949
keccak256;Hash value computing;256;0.002275228500366211
keccak256;Mining one block;256;5.929824590682983
keccak256;Hash value computing;256;0.0015404224395751953
keccak256;Proof of Work;256;0.04145216941833496
keccak256;Hash value computing;256;0.002298593521118164
keccak256;Mining one block;256;0.053646087646484375
keccak256;Proof of Work;256;0.03919339179992676
keccak256;Hash value computing;256;0.0021932125091552734
keccak256;Mining one block;256;0.04628157615661621
keccak256;Proof of Work;256;0.0792841911315918
keccak256;Hash value computing;256;0.0021355152130126953
keccak256;Mining one block;256;0.0866384506225586
keccak256;Proof of Work;256;0.16399574279785156
keccak256;Hash value computing;256;0.0023055076599121094
keccak256;Mining one block;256;0.17193317413330078
keccak256;Proof of Work;256;0.3387167453765869
keccak256;Hash value computing;256;0.002195119857788086
keccak256;Mining one block;256;0.34633636474609375
keccak256;Proof of Work;256;0.661513090133667
keccak256;Hash value computing;256;0.0024309158325195312
keccak256;Mining one block;256;0.6725509166717529
gost;Key pair generation;256;0.04100799560546875
gost;Key pair generation;256;0.03937411308288574
gost;Signing message;256;0.0904390811920166
keccak256;Proof of Work;256;1.1895630359649658
gost;Verifying signature;256;0.16448450088500977
keccak256;Hash value computing;256;0.005983114242553711
keccak256;Mining one block;256;1.2251906394958496
keccak256;Proof of Work;256;1.8323659896850586
keccak256;Hash value computing;256;0.002263307571411133
keccak256;Mining one block;256;1.8400952816009521
keccak256;Proof of Work;256;3.1705896854400635
keccak256;Hash value computing;256;0.002775430679321289
keccak256;Mining one block;256;3.17946720123291
keccak256;Proof of Work;256;6.373552083969116
keccak256;Hash value computing;256;0.0023543834686279297
keccak256;Mining one block;256;6.381788730621338
sha256;Hash value computing;256;2.6464462280273438e-05
sha256;Proof of Work;256;0.041637420654296875
sha256;Hash value computing;256;3.695487976074219e-05
sha256;Mining one block;256;0.05121421813964844
sha256;Proof of Work;256;0.041332244873046875
sha256;Hash value computing;256;1.6689300537109375e-05
sha256;Mining one block;256;0.046927690505981445
sha256;Proof of Work;256;0.08736300468444824
sha256;Hash value computing;256;1.7881393432617188e-05
sha256;Mining one block;256;0.09304690361022949
sha256;Proof of Work;256;0.16823673248291016
sha256;Hash value computing;256;2.0742416381835938e-05
sha256;Mining one block;256;0.1740734577178955
sha256;Proof of Work;256;0.3471040725708008
sha256;Hash value computing;256;1.7404556274414062e-05
sha256;Mining one block;256;0.35271692276000977
sha256;Proof of Work;256;0.7001645565032959
sha256;Hash value computing;256;3.62396240234375e-05
sha256;Mining one block;256;0.7067513465881348
sha256;Proof of Work;256;1.1952767372131348
sha256;Hash value computing;256;3.218650817871094e-05
sha256;Mining one block;256;1.2010087966918945
ecdsa;Key pair generation;256;0.07337093353271484
ecdsa;Key pair generation;256;0.07831430435180664
ecdsa;Signing message;256;0.1007685661315918
ecdsa;Verifying signature;256;0.07558631896972656
sha256;Proof of Work;256;1.9002914428710938
sha256;Hash value computing;256;2.1219253540039062e-05
sha256;Mining one block;256;1.9067950248718262
sha256;Proof of Work;256;3.3080191612243652
sha256;Hash value computing;256;1.9311904907226562e-05
sha256;Mining one block;256;3.313551425933838
sha256;Hash value computing;256;2.09808349609375e-05
sha256;Proof of Work;256;0.04309701919555664
sha256;Hash value computing;256;3.361701965332031e-05
sha256;Mining one block;256;0.053574562072753906
sha256;Proof of Work;256;0.04326200485229492
sha256;Hash value computing;256;2.6941299438476562e-05
sha256;Mining one block;256;0.048940181732177734
sha256;Proof of Work;256;0.08815860748291016
sha256;Hash value computing;256;2.0503997802734375e-05
sha256;Mining one block;256;0.09368062019348145
sha256;Proof of Work;256;0.17969369888305664
sha256;Hash value computing;256;2.193450927734375e-05
sha256;Mining one block;256;0.18541955947875977
sha256;Proof of Work;256;0.35957860946655273
sha256;Hash value computing;256;1.811981201171875e-05
sha256;Mining one block;256;0.36525583267211914
sha256;Proof of Work;256;0.7378661632537842
sha256;Hash value computing;256;2.0265579223632812e-05
sha256;Mining one block;256;0.7440531253814697
sha256;Proof of Work;256;1.2322328090667725
sha256;Hash value computing;256;3.218650817871094e-05
sha256;Mining one block;256;1.2379496097564697
gost;Key pair generation;256;0.04495120048522949
gost;Key pair generation;256;0.04356789588928223
gost;Signing message;256;0.09385299682617188
gost;Verifying signature;256;0.1640625
sha256;Proof of Work;256;1.9873909950256348
sha256;Hash value computing;256;3.9577484130859375e-05
sha256;Mining one block;256;1.9931309223175049
sha256;Proof of Work;256;3.428947687149048
sha256;Hash value computing;256;2.3603439331054688e-05
sha256;Mining one block;256;3.435051441192627
ethash;Hash value computing;256;4.57763671875e-05
ethash;Proof of Work;256;0.04371166229248047
ethash;Hash value computing;256;6.103515625e-05
ethash;Mining one block;256;0.053720712661743164
ethash;Proof of Work;256;0.042299747467041016
ethash;Hash value computing;256;2.7179718017578125e-05
ethash;Mining one block;256;0.04746270179748535
ethash;Proof of Work;256;0.08983778953552246
ethash;Hash value computing;256;3.62396240234375e-05
ethash;Mining one block;256;0.09614753723144531
ethash;Proof of Work;256;0.18378186225891113
ethash;Hash value computing;256;3.218650817871094e-05
ethash;Mining one block;256;0.1897876262664795
ethash;Proof of Work;256;0.3744354248046875
ethash;Hash value computing;256;3.123283386230469e-05
ethash;Mining one block;256;0.380115270614624
ethash;Proof of Work;256;0.7376959323883057
ethash;Hash value computing;256;3.3855438232421875e-05
ethash;Mining one block;256;0.743546724319458
ecdsa;Key pair generation;256;0.08706068992614746
ecdsa;Key pair generation;256;0.07476472854614258
ecdsa;Signing message;256;0.10402870178222656
ecdsa;Verifying signature;256;0.07591938972473145
ethash;Proof of Work;256;1.2525651454925537
ethash;Hash value computing;256;3.337860107421875e-05
ethash;Mining one block;256;1.258509635925293
ethash;Proof of Work;256;1.9753844738006592
ethash;Hash value computing;256;2.956390380859375e-05
ethash;Mining one block;256;1.9808909893035889
ethash;Proof of Work;256;3.4507009983062744
ethash;Hash value computing;256;3.2901763916015625e-05
ethash;Mining one block;256;3.456590175628662
ethash;Hash value computing;256;4.363059997558594e-05
